,user,song,play_count,total_play_count,fractional_play_count
2830,d8aace9308e530e0f1ef2a85258b62f8245be423,SONHWUN12AC468C014,2,419,0.00477326968973747
31029,e6b18cffa2afad9245b7d9eb08390efeebef1f3b,SOUCPBK12A58A7881A,1,162,0.006172839506172839
14029,42060428606a89dafa75e9311b8e77859766fcb0,SOTXDCY12AF729A39B,1,338,0.0029585798816568047
36011,2668af52749df405c6eee58d41c8afd434f617e2,SOIPYPB12A8C1360D4,2,103,0.019417475728155338
5359,f36597bc11ce99d965f4db2e065cf9d648bda39e,SOSQIHH12A8C13370B,1,8,0.125
9079,5339907639d69d89e0447aad8e0277d5e455dc76,SOZOIUU12A67ADFA39,3,511,0.005870841487279843
13243,109eddbad1b4771c8a1a50899a5d1a91cfff69fa,SOLTSGU12A8C13BFE5,13,834,0.015587529976019185
7960,7bdfc45af7e15511d150e2acb798cd5e4788abf5,SOUIYDY12A8C141517,18,523,0.03441682600382409
4596,c1912062175dc4b3ea5a3a0cdb963c704bb9c881,SOLRGVL12A8C143BC3,16,1585,0.010094637223974764
29528,1272d32979a6ecd4f8b48cf25c9738c2298e0b4f,SOXLSBV12AB018397A,2,141,0.014184397163120567
28930,c6407c06bb11a4fc74b1dbbd4b4474d89581f08b,SOCKSGZ12A58A7CA4B,9,763,0.011795543905635648
19922,ac4f4bf7db2d60ee8fdb4c382d7cf82ee58a14d4,SOFRQTD12A81C233C0,66,1582,0.041719342604298354
37312,35b1d8452b62242a2ded2dc5ea05a0a407023cf7,SOWGCMN12A8C136E44,8,514,0.01556420233463035
9754,4e73d9e058d2b1f2dba9c1fe4a8f416f9f58364f,SOQGVCS12AF72A078D,1,748,0.001336898395721925
15427,cec2900f576811343ea915dc12c0fdd3076185b0,SOPJLFV12A6701C797,1,341,0.002932551319648094
18770,99259b34141119e5577009ae478cb9bf3f47f34d,SOFLJQZ12A6D4FADA6,7,311,0.022508038585209004
30625,b7c24f770be6b802805ac0e2106624a517643c17,SODGVGW12AC9075A8D,22,2040,0.010784313725490196
20011,ab9a997a846341347a3b7a5ba16a049e8e7d2f44,SOMEUED12A6701DBEA,1,1000,0.001
21696,86b32a02bc024a253ca140e2fd17e685607a28ed,SOOXLIG12AB0185803,1,124,0.008064516129032258
18312,a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOUOPLF12AB017F40F,3,3985,0.000752823086574655
23088,18c1dd917693fd929e3f99dd7906c2aafe9ff17f,SOVMKIC12AF72A05CC,18,1172,0.015358361774744027
20840,8f60fbacfa3387330c6114aec91aff41adc3379b,SOMMKEW12A58A80F00,1,218,0.0045871559633027525
17993,a820826cfe28ac3da72cf5dbfd7a36633837a03a,SOMWTWK12AB01860CD,1,354,0.002824858757062147
2702,1820cfffd52cad7b3af398f379524d51579655d2,SOILFUU12AB017C75F,1,455,0.002197802197802198
30822,b7c24f770be6b802805ac0e2106624a517643c17,SOVOOSP12A6310F1AC,3,2040,0.0014705882352941176
30126,6b9ef666e3b10fd428530e519e1a3f68c2fbbd1a,SORALYQ12A8151BA99,5,354,0.014124293785310734
6171,0084ecc8a2b3b0a371b968ded8b92d3d8525fd64,SOMMONH12A6D4F41CD,1,33,0.030303030303030304
28940,c6407c06bb11a4fc74b1dbbd4b4474d89581f08b,SOFRQTD12A81C233C0,13,763,0.01703800786369594
25182,d19e8c59d207bf3e3c7ca0248a1fa684c00d006b,SOPEOGA12AB017B694,2,354,0.005649717514124294
24226,0ab9d9f7925520801fffa8b63287d799cfe9a5a4,SOVWHPM12AB017DABB,1,400,0.0025
20100,ab9a997a846341347a3b7a5ba16a049e8e7d2f44,SOZNLBZ12A6D4F639E,33,1000,0.033
15078,56092216da5aa5238c745459a32f8b0e25828501,SOOFYTN12A6D4F9B35,5,260,0.019230769230769232
33334,2401e90ee6a2796f74cf01c5e808ae8a0540ad61,SOAXGDH12A8C13F8A1,64,1185,0.0540084388185654
15530,b591619dbc25ef7b4451456dd1b01b56033e1d8d,SOPXKYD12A6D4FA876,7,667,0.010494752623688156
8987,33e54fd5947474ddce07fb284ac469d9664e7a73,SOVWBYM12A6D4F8A22,1,1222,0.0008183306055646482
3550,fef771ab021c200187a419f5e55311390f850a50,SOSUZFA12A8C13C04A,1,186,0.005376344086021506
8282,bb779da8fa95749fe29033a790f714868497be46,SOWWCNJ12A81C1FFA5,16,86,0.18604651162790697
4828,b5186694bb2406962edb3a8042b535449627fa37,SOVALQH12AB0189114,9,357,0.025210084033613446
26485,8febc928241a0c88adca87a428fe0650e902a683,SOUDLVN12AAFF43658,1,416,0.002403846153846154
27876,ceac6b2713499c25cf217ec915063de66e26a586,SOSLQGG12A6D4F5045,1,398,0.002512562814070352
1058,6ccd111af9b4baa497aacd6d1863cbf5a141acc6,SONNSYV12A8C146BEC,1,409,0.0024449877750611247
34376,99dedd05d478e3aa54b199f4432fcb9907456b34,SOUSZSW12AB01800C2,2,498,0.004016064257028112
21045,2ae63e708b3763e4808d355fe962b954048d00ce,SOXQYSC12A6310E908,1,1140,0.0008771929824561404
26678,003a5e3285141b1a54edbc51fbfa1cc922023aae,SOSBNIU12AB017CFEB,8,655,0.012213740458015267
37270,35b1d8452b62242a2ded2dc5ea05a0a407023cf7,SOPLUOT12A6D4F7AC3,17,514,0.033073929961089495
11480,4b8f0ccc6ff139b072eaeb5e19654177aaffb416,SOUFTBI12AB0183F65,1,86,0.011627906976744186
29577,0c2932cb475b83b61039bdfbb72c14580b8fad2b,SOLLNTU12A6701CFDC,1,970,0.0010309278350515464
16735,222542d2ce54e6949f9346d331dd8a028b044826,SOZBZSY12A6D4FA404,1,307,0.003257328990228013
4449,1fbb0f6de552dec6eff67288fbaf3efeae2a2427,SOVIZNF12AF72A710A,2,348,0.005747126436781609
9558,113255a012b2affeab62607563d03fbdf31b08e7,SOZHJKI12A81C2248F,2,626,0.003194888178913738
318,6a944bfe30ae8d6b873139e8305ae131f1607d5f,SOWBHRF12A8C137AB2,1,942,0.0010615711252653928
5012,f6ae5e682750e815c1709ca99138d03b039839d6,SODJWHY12A8C142CCE,55,1508,0.03647214854111406
35498,97e2a28f577accc9efa329a9f78f151994f917b4,SOERYLG12A6701F07F,36,455,0.07912087912087912
4206,bb279e21a433803eb4a3dc5d31d2fed80d06fc98,SONHWUN12AC468C014,3,394,0.007614213197969543
17759,b21e1b6b14b7b3b8b8e683e82ede0e59ad64e9f7,SOWKKGX12A6D4FCC01,1,1903,0.0005254860746190226
738,67874d1a189c83326c529e554be6f7acf55effae,SOBONKR12A58A7A7E0,9,434,0.020737327188940093
1875,ed3e56f28c9b1f6dd18270cf3c29f764ae8e4712,SORQVPO12AF72A690C,3,197,0.015228426395939087
8012,597464c554c28f95c08553bc7336dfaae2b3abba,SOEGIYH12A6D4FC0E3,11,408,0.02696078431372549
32297,18d857219b6fedae682aa3a5e2be18ec526ab241,SOLZEED12A6D4FA8C9,1,851,0.0011750881316098707
31072,480f3a551bbcdb53f8eb28e44614aa7ce0cc8d0e,SOKUPAO12AB018D576,9,377,0.023872679045092837
3712,25f83a09541073b1bde62e6e513cb938d3b148de,SOQWYAQ12A6D4FB9A3,1,1334,0.0007496251874062968
2086,360dfc77809fc2f4a5863eb59bcf4191de6635ef,SOWCKVR12A8C142411,1,276,0.0036231884057971015
31410,93743199681d206189b5288a3cb421970e4cd872,SOQAJHW12AB0186004,1,220,0.004545454545454545
8993,33e54fd5947474ddce07fb284ac469d9664e7a73,SOXFPND12AB017C9D1,5,1222,0.004091653027823241
26291,83b96cbafe0a9522343c83c26cd091d06001a091,SOYKFFK12A8C14391D,2,544,0.003676470588235294
30193,9784566a61c79b18b5d72584f3cc95ea134d14de,SOPSYOY12A8C142E0B,2,183,0.01092896174863388
28233,2b8bfcdc258cdfe9dce9991d67786b3cebbc3b22,SOYIZSN12A6701E0BB,1,789,0.0012674271229404308
20088,ab9a997a846341347a3b7a5ba16a049e8e7d2f44,SOXQYSC12A6310E908,3,1000,0.003
28047,4fb11828f0a9b7a38f767673ce9a431e347a9ca7,SOOLYZQ12A6D4FA5B7,6,218,0.027522935779816515
1823,7e89a43dc229de4259b5a36053de255a6247a773,SOYWTUB12A8C13B429,3,110,0.02727272727272727
7789,ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOTKMXA12A6D4F672F,5,713,0.0070126227208976155
34392,99dedd05d478e3aa54b199f4432fcb9907456b34,SOWRMTT12A8C137064,3,498,0.006024096385542169
9903,4ae01afa8f2430ea0704d502bc7b57fb52164882,SOISNSU12AC468C0D8,3,1386,0.0021645021645021645
21162,81193c20d49bfbca4a72eaa1119f6bb2fc4d9e48,SOXNZOW12AB017F756,8,663,0.012066365007541479
36513,33a1286454a3cff06e3c2324be746d2e23d7c270,SOQLFRX12A6D4F9200,1,96,0.010416666666666666
614,b048f21afd5e7467f187bf9f9d413e97c32313a9,SOWDRRZ12A8C13AE89,1,276,0.0036231884057971015
32140,a18aa09c5b8a1c03d03cdf6d8eb11c2bf5b907cd,SOWEUOO12A6D4F6D0C,3,807,0.0037174721189591076
5510,5d5a27d2fe3d45e515e79ddb7f70822ef5cd3600,SOYNJCS12A67ADE35F,13,407,0.03194103194103194
36077,4d98756ff69be79de228c15432245766d4bf0316,SOXQYSC12A6310E908,4,401,0.00997506234413965
35786,dc543ff951c23be4e9e8fdf6f39a23cef85f3b5e,SOXHIDK12A58A7CFB3,2,303,0.006600660066006601
8280,bb779da8fa95749fe29033a790f714868497be46,SOOHCUB12A58A7AD2C,16,86,0.18604651162790697
27258,94381c9d81f0c76563707de2ce2b2ace5a5be398,SOVWPNQ12A8C132A63,1,242,0.004132231404958678
16172,50eed1070306bacbc9e689e157d70dcf1de73154,SOSVPIE12A6D4FA873,3,280,0.010714285714285714
24147,2a3d80f37b92fa113d4f4b0785d797153cca5f63,SOXLKNJ12A58A7E09A,5,397,0.012594458438287154
16036,119b7c88d58d0c6eb051365c103da5caf817bea6,SOYIYFF12A6701D22F,3,2477,0.0012111425111021397
14136,d04eed168e8e31d9d05cfca98cf08a3abf7bd9f4,SOYCXBA12A6701E35B,50,487,0.1026694045174538
24609,991d7734c0de7ba034893145288e55dfa84caea9,SOWCKVR12A8C142411,1,241,0.004149377593360996
4706,c1912062175dc4b3ea5a3a0cdb963c704bb9c881,SOYGHUM12AB018139C,3,1585,0.0018927444794952682
1712,d9e5124935aebeb6b9b169df2d28e1fc658d3566,SOCKSGZ12A58A7CA4B,3,214,0.014018691588785047
21646,b6d8573109462bad5457196b31564c4df4235741,SOWYYUQ12A6701D68D,12,673,0.017830609212481426
21738,fe8b98246d279f71f7cb0d493cdedce2bbc30aae,SOSYHME12A8C135DD8,1,378,0.0026455026455026454
8753,4552b85a1b315556ad50d4a10942a3e86fc7d72c,SOTVLQY12A58A798C2,1,1247,0.0008019246190858059
26673,003a5e3285141b1a54edbc51fbfa1cc922023aae,SOMNGMO12A6702187E,10,655,0.015267175572519083
10513,49b142551f26ec13c3376b1d5601eff26649927c,SOKLRPJ12A8C13C3FE,1,311,0.003215434083601286
12358,0bddd6707477153b58e187ff937caf70ca1d5f62,SOOXLIG12AB0185803,20,799,0.025031289111389236
31438,93743199681d206189b5288a3cb421970e4cd872,SOYEVUY12A8C145F58,3,220,0.013636363636363636
30686,b7c24f770be6b802805ac0e2106624a517643c17,SOLRGNF12AB0187CF4,9,2040,0.004411764705882353
27151,ca658ff2092285a3fd7f1ccbc54e10211e184f66,SOYOKCE12A58A79862,1,606,0.0016501650165016502
22920,b85e70839fc5b7fd6efe8e152c9e20021157bea3,SOTWNDJ12A8C143984,15,608,0.024671052631578948
11210,ff7429bd2788349b026cf8f8a7a4b3f3971a310a,SOCVTLJ12A6310F0FD,2,303,0.006600660066006601
5649,8ad6a386e7b601c0072c337ec6f86d084d1ba556,SORWLTW12A670208FA,5,226,0.022123893805309734
21849,138d73356c23e6e12aa82fb5dc9225428c196464,SOVMOCU12A8C140E82,1,361,0.002770083102493075
32925,13a2d690b099bcd3fdd256bd39aa14edadd5db08,SOPUCYA12A8C13A694,1,658,0.001519756838905775
16594,c4e39863d31ec44b0d6099851e65fdc0c4a0f9d0,SOFKABN12A8AE476C6,19,613,0.03099510603588907
4721,6b2787bcf47cfea75b734729cdaddd700137ad5a,SODJWHY12A8C142CCE,1,1234,0.0008103727714748784
31450,c405c586f6d7aadbbadfcba5393b543fd99372ff,SONHWUN12AC468C014,5,522,0.009578544061302681
33661,36bee226881241a38e3c9997cf0c84e2959035e7,SOVHVBJ12A58A7AB0A,1,488,0.0020491803278688526
32152,a18aa09c5b8a1c03d03cdf6d8eb11c2bf5b907cd,SOYFQVR12AB018ACA5,2,807,0.0024783147459727386
32511,68bfa6f926e2b47eefe4ca41a2b1eb7b4d4fc001,SOHFNKO12AB017C772,7,388,0.01804123711340206
1974,48567d388c6a7dda0e9d0a7b6648bdb42440475c,SOWKQYL12AB0183B15,12,682,0.017595307917888565
10864,761d16dd52a522ab3244374d89bcd56887f5ae76,SOSWDMO12A8AE45996,1,90,0.011111111111111112
587,b048f21afd5e7467f187bf9f9d413e97c32313a9,SOOXJDU12A8AE47ECB,1,276,0.0036231884057971015
2313,a15075a926c1998d91940f118342ba8356efc7d4,SOYIBFQ12A6701C628,1,512,0.001953125
28917,c1208e7619f17c78d5286f95ca9928408e58f4ed,SOJMUUU12A8C137A4F,2,150,0.013333333333333334
7804,ddf7fe59709fb2341fa93c34910ae2b17a9a5930,SOWCKVR12A8C142411,1,713,0.001402524544179523
9436,113255a012b2affeab62607563d03fbdf31b08e7,SOJHCOH12A8AE45F4F,11,626,0.01757188498402556
27785,dea83a96cb70f382174ebd606774aa1f8d86749a,SOUCPBK12A58A7881A,2,42,0.047619047619047616
18207,a2679496cd0af9779a92a13ff7c6af5c81ea8c7b,SOMMONH12A6D4F41CD,33,3985,0.008281053952321205
22409,a2758cfd225f99b0494d98b3e7c65920345f95c8,SOQCNFV12A6701D92A,1,125,0.008
7133,8cb51abc6bf8ea29341cb070fe1e1af5e4c3ffcc,SOJYBJZ12AB01801D0,1,323,0.0030959752321981426
27773,a263000355e6a46de29ec637820771ac7620369f,SOWRTJD12A8C132704,3,60,0.05
4729,6b2787bcf47cfea75b734729cdaddd700137ad5a,SOLLNTU12A6701CFDC,1,1234,0.0008103727714748784
24820,2be94fe8976330172517c748780600f38ff55c2c,SOTODTI12A8C1402D3,2,1032,0.001937984496124031
24411,0252acdea2a493da2704c23eebaeaa155b18b7d0,SOSZJFV12AB01878CB,8,933,0.00857449088960343
22113,6326095256b355d4b4fa34771b7b524a1c4cc8f8,SOKOXWU12AF72AD1BC,1,931,0.0010741138560687433
23914,d2423c01882062ac950909b0ffe96b30e54ab063,SOSXLTC12AF72A7F54,42,2036,0.0206286836935167
25008,6221f83782d97a9718f1fd9178f789d29d68e614,SOYONCL12A8C13B9F7,4,222,0.018018018018018018
23459,b7032f457c624e23113c39b2f9c444a961c3fdf8,SOTZION12A6D4FB477,1,550,0.0018181818181818182
30093,15b447e75c02e91a9d8ce92fd6f2d1366d07d380,SOYDTIW12A67ADAFC9,13,288,0.04513888888888889
31491,9254a3fdc569428c3b1c3904db36d485c47e2544,SOREBOB12A6D4F7986,4,389,0.010282776349614395
10206,b0a3d755fe4a6549e241676b0a388e9410749c05,SOGPBAW12A6D4F9F22,4,1076,0.0037174721189591076
13660,a35cd4647f5eaf7fe9c79adfe8d9ec45b8bf3bd3,SOYIZSN12A6701E0BB,1,531,0.0018832391713747645
12467,417bb8a7234014d0bdfa19e1e65e49936eb296ff,SOXXVSU12A8C133445,1,37,0.02702702702702703
20482,9a285ec67a19e65bc86ff3a8b6b23463e579be3a,SOILFUU12AB017C75F,2,1024,0.001953125
16961,e3e8103d0751e29693f9b03a58efa5c21acf2115,SOODHLO12AF72A1980,3,100,0.03
24519,ba43e2ef9ea08ae36dbb127d9af34b61536219c9,SOVWADY12AB0189C63,1,274,0.0036496350364963502
28122,2b8bfcdc258cdfe9dce9991d67786b3cebbc3b22,SOLFXKT12AB017E3E0,10,789,0.012674271229404309
37247,35b1d8452b62242a2ded2dc5ea05a0a407023cf7,SOLFXKT12AB017E3E0,1,514,0.0019455252918287938
23520,b80501c77662b97dcf29488faa7ff154a40c8ce6,SOLRGNF12AB0187CF4,1,154,0.006493506493506494
25328,57107a3feced24c067db22bce2d59c02d53ad04e,SOPCQRT12A8C13B15D,11,475,0.023157894736842106
10106,d5a0a13d3d1898d80ef470916a05794f664c14df,SOVOHCH12AB0184593,11,190,0.05789473684210526
37426,d964fc033291078031d117ed10adfb615948256d,SOYIZSN12A6701E0BB,1,164,0.006097560975609756
21998,f6d78516f331c684ee611e07effcb796e94ae456,SOWRTJD12A8C132704,8,666,0.012012012012012012
8196,5e4783b839d270419d7959ad49bd9402f154a7b4,SODGVGW12AC9075A8D,15,1182,0.012690355329949238
11456,5bf800bef870a6c00532a1e67a15a715f80a7184,SOXQWUS12A58A7B236,6,822,0.0072992700729927005
7913,26d74cbc4f61ec6078ebcb70d029304cc7b8bc98,SOUVTSM12AC468F6A7,3,429,0.006993006993006993
31014,e6b18cffa2afad9245b7d9eb08390efeebef1f3b,SOIZLKI12A6D4F7B61,2,162,0.012345679012345678
32868,13a2d690b099bcd3fdd256bd39aa14edadd5db08,SOAUWYT12A81C206F1,45,658,0.06838905775075987
9115,e04a9e4861256079476c25d655d97c1c5603b3cd,SOQQAAQ12A67ADE34D,6,419,0.014319809069212411
17112,fcbc6bdcec1f293d1d03bbf3c64f613e59acbfe0,SOTRQEJ12AF72A45D7,6,726,0.008264462809917356
747,67874d1a189c83326c529e554be6f7acf55effae,SOHTKMO12AB01843B0,5,434,0.01152073732718894
5763,2f72cbcbf49aac438f614626d86c5e93efb82206,SOQIQZU12A6D4FB8B5,5,197,0.025380710659898477
29786,125878fa33947aaf4a8cdb1fb4843298f31a0ae0,SOPXKYD12A6D4FA876,14,378,0.037037037037037035
8419,189f3d247c01e8319458d82ed68cbaf3112fe9fb,SOTUARP12A8C13CB54,2,1060,0.0018867924528301887
21003,c60ae0b37165937469a3be7a140743d9acb25040,SOXLJXH12A8C13D903,2,143,0.013986013986013986
14955,7acf37b7dd44f5f0016cd9a6c38d3cb6655c6cbb,SOFLJQZ12A6D4FADA6,1,288,0.003472222222222222
16752,e6558266b59a42a328ae3faac89701cfedabb558,SOVJHCB12A8AE4636E,5,119,0.04201680672268908
22388,fc77d71ecc8a4c7f4a0402fbe9118973124391fe,SOXHYVQ12AB0187949,6,387,0.015503875968992248
35069,954469357b2434a20c76e940eca93185141b7f9b,SOSCDWE12AB01823C4,1,307,0.003257328990228013
14092,613081f27b9917e4d0e84639fc02661d809f36e3,SOMCAFM12A58A7B024,2,99,0.020202020202020204
35314,0fb08af6e4cd85e39f0c939097792a95be3431ee,SOGTDJQ12A8C13324F,1,778,0.0012853470437017994
36563,f02ef1e670319151d2d27f4215fb16a973f7de2f,SODGVGW12AC9075A8D,1,386,0.0025906735751295338
11578,db6a78c78c9239aba33861dae7611a6893fb27d5,SOSRCCU12A67ADA089,5,1229,0.0040683482506102524
30955,1fc2a7f42424249718cc544a0a1036a69d5bc7b8,SOSYHME12A8C135DD8,12,395,0.030379746835443037
35853,8ec7fd0c1acf1dbe44720e5eab44dbe524eb6caf,SOPPROJ12AB0184E18,7,981,0.007135575942915392
24755,2be94fe8976330172517c748780600f38ff55c2c,SOKZZGT12A67ADA4C3,13,1032,0.012596899224806201
9281,433f907cfd7e5febc71200438c107ee3989d6fac,SOOABBO12A6701DFDA,3,500,0.006
27336,002b63a7e2247de6d62bc62f253474edc7dd044c,SOOLWEJ12AB0186DA4,2,686,0.0029154518950437317
19989,ab9a997a846341347a3b7a5ba16a049e8e7d2f44,SOIMCDE12A6D4F8383,1,1000,0.001
28164,2b8bfcdc258cdfe9dce9991d67786b3cebbc3b22,SOQNOAF12A8151AB86,2,789,0.0025348542458808617
568,ee7aa84c164038c963cfd02a7e52a5598aa470c3,SOZOIUU12A67ADFA39,2,78,0.02564102564102564
3556,fef771ab021c200187a419f5e55311390f850a50,SOUCPBK12A58A7881A,2,186,0.010752688172043012
9261,5bd7cd97b85c91408ef0134a3f7b15d84e01a24c,SOYPWKK12A8C136494,7,69,0.10144927536231885
22020,0a66acea5854a05a1514cd259124433b4190534a,SOKKKZW12A6D4F7F88,1,97,0.010309278350515464
35333,0fb08af6e4cd85e39f0c939097792a95be3431ee,SONYKOW12AB01849C9,4,778,0.005141388174807198
2510,0b19fe0fad7ca85693846f7dad047c449784647e,SOWEJXA12A6701C574,4,2177,0.0018373909049150207
23507,b7032f457c624e23113c39b2f9c444a961c3fdf8,SOZOIUU12A67ADFA39,1,550,0.0018181818181818182
17599,b21e1b6b14b7b3b8b8e683e82ede0e59ad64e9f7,SOLGLUC12AB018A8FA,3,1903,0.0015764582238570678
11239,ff7429bd2788349b026cf8f8a7a4b3f3971a310a,SOWLCQY12A6D4F84CF,7,303,0.0231023102310231
29541,0c2932cb475b83b61039bdfbb72c14580b8fad2b,SOAXGDH12A8C13F8A1,41,970,0.042268041237113405
20794,2e259fa6ebcc8b4df0ee93b8a9b94f3dce8b4272,SOSFPMR12A8C13D44A,16,428,0.037383177570093455
37103,3288389bf9ef956a23a0a4ea86f60bf24ba7f69e,SOJKQSF12A6D4F5EE9,1,80,0.0125
20107,a2465c96340faf54e15445e66afc480a1760d01c,SOKMHKY12AF72AB079,4,205,0.01951219512195122
3904,54d07c4eff369f457c7a5d1c0b9b6c48feb949f4,SOUNJIO12AB0181339,2,340,0.0058823529411764705
14057,42060428606a89dafa75e9311b8e77859766fcb0,SOYYIMV12A8C13E4ED,5,338,0.014792899408284023
6278,0c68affd09224b5231f656c31aec29505da2f661,SOSVPIE12A6D4FA873,6,349,0.017191977077363897
12769,52c79ed4030798e03f90cc2f46de9a92b7537c92,SOJMUUU12A8C137A4F,1,382,0.002617801047120419
7070,ae552344f08d59c11b0a0b217f66b17ba9b37ba9,SOOGNOZ12AAF3B2936,34,338,0.10059171597633136
27052,9e897fb0a5a4331319bb0f46a153800f804e305d,SOVYTXK12AB01800F5,17,141,0.12056737588652482
27541,df29d6bfb3a8055621ebf87884405d475b325d91,SOOXLIG12AB0185803,21,473,0.04439746300211417
582,b048f21afd5e7467f187bf9f9d413e97c32313a9,SONQEYS12AF72AABC9,1,276,0.0036231884057971015
24638,7bcddb67f19237b576a04ffba65bbb5436085f36,SOTKYBW12A8C13C3EA,5,199,0.02512562814070352
13229,9b3ef1f58196e9119ae96e7ce33a1a5df641660f,SOXACZF12A6D4FB153,2,56,0.03571428571428571
7589,8b2f76211d04fa0f91b9f0c8134064b2968882c2,SOKLRPJ12A8C13C3FE,46,684,0.06725146198830409
15345,bdfca47d03157d26f1404075172128a6f8a3d39e,SOIMCDE12A6D4F8383,2,506,0.003952569169960474
8882,1f91494ea547a8eb6168ba08735a667667c47e04,SOWQXHG12AB0189D1A,1,466,0.002145922746781116
24482,0252acdea2a493da2704c23eebaeaa155b18b7d0,SOZZIOH12A67ADE300,2,933,0.0021436227224008574
32325,18d857219b6fedae682aa3a5e2be18ec526ab241,SOYGKNI12AB0187E6E,2,851,0.0023501762632197414
21028,878f1573ca4769da3bc5f327f2e0b168675b2436,SOMDVSL12A6D4F7230,3,84,0.03571428571428571
7864,26d74cbc4f61ec6078ebcb70d029304cc7b8bc98,SOAXGDH12A8C13F8A1,3,429,0.006993006993006993
27018,78ff529b40fa23594d41b0ea65d74083d21474b8,SOQIQZU12A6D4FB8B5,26,411,0.06326034063260341
1995,82cd7de99ecda208dcd18346892859f35daf0520,SOMMKEW12A58A80F00,1,261,0.0038314176245210726
16384,9381077c40f2fec40abfc95cb7bede3f6969cdbe,SOZKNSB12A8C140F11,7,537,0.01303538175046555
1833,d13609d62db6df876d3cc388225478618bb7b912,SOHYSXA12AB0186704,1,95,0.010526315789473684
36954,53cc3e95468819addbfcaa1256b460984c581be3,SOWUTFF12A8C138AB2,5,27,0.18518518518518517
35475,2b8b819c92836d86d891d2c41bd25fdffd759898,SOUCBEB12A6310E1F9,1,224,0.004464285714285714
35172,9bf0c40652e96b5178b552d2b296ec69b75a0b26,SOLWHSJ12A67AE227B,2,389,0.005141388174807198
27121,ca658ff2092285a3fd7f1ccbc54e10211e184f66,SOSRIHB12A8C13608B,2,606,0.0033003300330033004
9140,e04a9e4861256079476c25d655d97c1c5603b3cd,SOUVLRM12A8C141A0E,1,419,0.002386634844868735
15924,119b7c88d58d0c6eb051365c103da5caf817bea6,SORKFPY12A8AE46AFB,1,2477,0.0004037141703673799
12952,25882dd48e8b21d31242bb54d4a261e907dbf96a,SOZHUUI12A6701D7B6,1,97,0.010309278350515464
26363,c48985a0208be8ee31f09edf031fb3c2be0790c7,SOLFXKT12AB017E3E0,10,399,0.02506265664160401
21860,138d73356c23e6e12aa82fb5dc9225428c196464,SOWNIUS12A8C142815,1,361,0.002770083102493075
30717,b7c24f770be6b802805ac0e2106624a517643c17,SOOECND12A8C13A0EA,1,2040,0.0004901960784313725
32479,5b68b39d7c8d66935839aa58121abd46605b34cc,SONHVVE12AB018D038,1,367,0.0027247956403269754
13825,0f9ff24431527748aa98d5bc979e22b48a658ec3,SOXILLO12A6310F1B6,3,232,0.01293103448275862
18398,bdf5314983631954f528737d3babb3f68430574c,SOBONKR12A58A7A7E0,3,314,0.009554140127388535
33950,e82b3380f770c78f8f067f464941057c798eaca2,SONPLUD12A8C13BF4B,13,365,0.03561643835616438
7408,e8f6a8d06b0096737dec1a9f44c3d48cd9e5e4b8,SOWSPUS12AC468BEE3,1,231,0.004329004329004329
9885,4e73d9e058d2b1f2dba9c1fe4a8f416f9f58364f,SOZVVRE12A8C143150,8,748,0.0106951871657754
29871,a138ff8eca49aed0b7de923d7d63ad04cb246079,SOXEYIE12AB0180212,1,132,0.007575757575757576
21334,dae08b6f200be684168b34d6aae3d518f4c5d142,SOSVQNK12AC468D6BE,2,527,0.003795066413662239
6774,1a6916b63039c3c56c62de345c284c11a075eb96,SOWBNGK12A8C143932,18,655,0.02748091603053435
24563,4cf9722427d38047fe018ff035305f2ff3398dee,SORAHAG12AB0182BD0,1,211,0.004739336492890996
2394,0b19fe0fad7ca85693846f7dad047c449784647e,SOLXXZI12A8AE4733A,3,2177,0.0013780431786862655
2854,d8aace9308e530e0f1ef2a85258b62f8245be423,SOUDLVN12AAFF43658,2,419,0.00477326968973747
3673,25f83a09541073b1bde62e6e513cb938d3b148de,SOLRGVL12A8C143BC3,2,1334,0.0014992503748125937
24149,2a3d80f37b92fa113d4f4b0785d797153cca5f63,SOXTTHY12A8C137072,6,397,0.015113350125944584
3560,fef771ab021c200187a419f5e55311390f850a50,SOULBNJ12AB01851E9,5,186,0.026881720430107527
32623,c7417a59a6d67ef869bf970671b5246c4e3e16d6,SOLFXKT12AB017E3E0,13,1519,0.008558262014483212
37017,e6e0f68e948d7bcbf2ed9c4506a40a139a5e7bc7,SOSXLTC12AF72A7F54,8,681,0.011747430249632892
12352,0bddd6707477153b58e187ff937caf70ca1d5f62,SOMXDFJ12AB0183B34,13,799,0.016270337922403004
3780,25f83a09541073b1bde62e6e513cb938d3b148de,SOXDPEP12AB0180E1E,1,1334,0.0007496251874062968
9524,113255a012b2affeab62607563d03fbdf31b08e7,SOWIYOP12A8C140E73,25,626,0.039936102236421724
18021,a820826cfe28ac3da72cf5dbfd7a36633837a03a,SORTDSD12A6D4F798B,1,354,0.002824858757062147
11027,c2d78d260f5bddc3fa2db228bb72ccae6ff7a8e1,SOQTHZW12A8C1400F8,1,1025,0.000975609756097561
34706,fa5d9eddc010bc3fc71f8a42db15e5dd4f1c18a3,SOSUUQF12A6D4F8B2A,1,832,0.001201923076923077
